"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
472,"00725","STANDARD","URB CAGUAS MILENIO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Caguas Milenio, PR","NA-US-PR-URB CAGUAS MILENIO","false",,,,
473,"00725","STANDARD","URB CAGUAS NORTE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Caguas Norte, PR","NA-US-PR-URB CAGUAS NORTE","false",,,,
474,"00725","STANDARD","URB CARIBE GDNS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Caribe Gdns, PR","NA-US-PR-URB CARIBE GDNS","false",,,,
475,"00725","STANDARD","URB CONDADO MODERNO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Condado Moderno, PR","NA-US-PR-URB CONDADO MODERNO","false",,,,
476,"00725","STANDARD","URB CONDADO VIEJO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Condado Viejo, PR","NA-US-PR-URB CONDADO VIEJO","false",,,,
477,"00725","STANDARD","URB EL RETIRO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb El Retiro, PR","NA-US-PR-URB EL RETIRO","false",,,,
478,"00725","STANDARD","URB EL RINCON DE LA SERRANIA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb El Rincon De La Serrania, PR","NA-US-PR-URB EL RINCON DE LA SERRANIA","false",,,,
479,"00725","STANDARD","URB EL VERDE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb El Verde, PR","NA-US-PR-URB EL VERDE","false",,,,
480,"00725","STANDARD","URB GRILLO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Grillo, PR","NA-US-PR-URB GRILLO","false",,,,
481,"00725","STANDARD","URB JOSE DELGADO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Jose Delgado, PR","NA-US-PR-URB JOSE DELGADO","false",,,,
482,"00725","STANDARD","URB JOSE MERCADO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Jose Mercado, PR","NA-US-PR-URB JOSE MERCADO","false",,,,
483,"00725","STANDARD","URB LA GRANJA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb La Granja, PR","NA-US-PR-URB LA GRANJA","false",,,,
484,"00725","STANDARD","URB LA MESETA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb La Meseta, PR","NA-US-PR-URB LA MESETA","false",,,,
485,"00725","STANDARD","URB MACHIN","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Machin, PR","NA-US-PR-URB MACHIN","false",,,,
486,"00725","STANDARD","URB MARIOLGA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Mariolga, PR","NA-US-PR-URB MARIOLGA","false",,,,
487,"00725","STANDARD","URB MONTICIELO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Monticielo, PR","NA-US-PR-URB MONTICIELO","false",,,,
488,"00725","STANDARD","URB MYRLENA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Myrlena, PR","NA-US-PR-URB MYRLENA","false",,,,
489,"00725","STANDARD","URB NAZARIO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Nazario, PR","NA-US-PR-URB NAZARIO","false",,,,
490,"00725","STANDARD","URB NOTRE DAME","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Notre Dame, PR","NA-US-PR-URB NOTRE DAME","false",,,,
491,"00725","STANDARD","URB PARADISE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Paradise, PR","NA-US-PR-URB PARADISE","false",,,,
492,"00725","STANDARD","URB SAN ALFONSO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb San Alfonso, PR","NA-US-PR-URB SAN ALFONSO","false",,,,
493,"00725","STANDARD","URB SAN ANTONIO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb San Antonio, PR","NA-US-PR-URB SAN ANTONIO","false",,,,
494,"00725","STANDARD","URB SAN MARCOS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb San Marcos, PR","NA-US-PR-URB SAN MARCOS","false",,,,
495,"00725","STANDARD","URB SAN PEDRO EST","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb San Pedro Est, PR","NA-US-PR-URB SAN PEDRO EST","false",,,,
496,"00725","STANDARD","URB SAN RAFAEL","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb San Rafael, PR","NA-US-PR-URB SAN RAFAEL","false",,,,
497,"00725","STANDARD","URB SANTA CECILIA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Santa Cecilia, PR","NA-US-PR-URB SANTA CECILIA","false",,,,
498,"00725","STANDARD","URB SANTA ELVIRA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Santa Elvira, PR","NA-US-PR-URB SANTA ELVIRA","false",,,,
499,"00725","STANDARD","URB SANTA JUANA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Santa Juana, PR","NA-US-PR-URB SANTA JUANA","false",,,,
500,"00725","STANDARD","URB SANTA JUANA 2","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Santa Juana 2, PR","NA-US-PR-URB SANTA JUANA 2","false",,,,
501,"00725","STANDARD","URB SANTA JUANA 3","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Santa Juana 3, PR","NA-US-PR-URB SANTA JUANA 3","false",,,,
502,"00725","STANDARD","URB SANTA JUANA 4","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Santa Juana 4, PR","NA-US-PR-URB SANTA JUANA 4","false",,,,
503,"00725","STANDARD","URB SANTA ROSA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Santa Rosa, PR","NA-US-PR-URB SANTA ROSA","false",,,,
504,"00725","STANDARD","URB SANTO DOMINGO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Santo Domingo, PR","NA-US-PR-URB SANTO DOMINGO","false",,,,
505,"00725","STANDARD","URB VERDE SUR","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Verde Sur, PR","NA-US-PR-URB VERDE SUR","false",,,,
506,"00725","STANDARD","VALLE DE SAN LUIS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Valle De San Luis, PR","NA-US-PR-VALLE DE SAN LUIS","false",,,,
507,"00725","STANDARD","VALLES DEL LAGO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Valles Del Lago, PR","NA-US-PR-VALLES DEL LAGO","false",,,,
508,"00725","STANDARD","VILLA BLANCA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Blanca, PR","NA-US-PR-VILLA BLANCA","false",,,,
509,"00725","STANDARD","VILLA BORINQUEN","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Borinquen, PR","NA-US-PR-VILLA BORINQUEN","false",,,,
510,"00725","STANDARD","VILLA CARMEN","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Carmen, PR","NA-US-PR-VILLA CARMEN","false",,,,
511,"00725","STANDARD","VILLA DE CASTRO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa De Castro, PR","NA-US-PR-VILLA DE CASTRO","false",,,,
512,"00725","STANDARD","VILLA DEL REY 1","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Del Rey 1, PR","NA-US-PR-VILLA DEL REY 1","false",,,,
513,"00725","STANDARD","VILLA DEL REY 2","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Del Rey 2, PR","NA-US-PR-VILLA DEL REY 2","false",,,,
514,"00725","STANDARD","VILLA GUADALUPE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Guadalupe, PR","NA-US-PR-VILLA GUADALUPE","false",,,,
515,"00725","STANDARD","VILLA LAS MERCEDES","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Las Mercedes, PR","NA-US-PR-VILLA LAS MERCEDES","false",,,,
516,"00725","STANDARD","VILLA LOS CRIOLLOS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Los Criollos, PR","NA-US-PR-VILLA LOS CRIOLLOS","false",,,,
517,"00725","STANDARD","VILLA MARIA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Maria, PR","NA-US-PR-VILLA MARIA","false",,,,
518,"00725","STANDARD","VILLA TURABO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Turabo, PR","NA-US-PR-VILLA TURABO","false",,,,
519,"00725","STANDARD","VILLA VICTORIA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Victoria, PR","NA-US-PR-VILLA VICTORIA","false",,,,
520,"00725","STANDARD","VILLAS DE RIO VERDE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villas De Rio Verde, PR","NA-US-PR-VILLAS DE RIO VERDE","false",,,,
521,"00725","STANDARD","VILLAS DEL RIO VERDE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villas Del Rio Verde, PR","NA-US-PR-VILLAS DEL RIO VERDE","false",,,,
522,"00726","PO BOX","CAGUAS","PR","PRIMARY",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Caguas, PR","NA-US-PR-CAGUAS","false",,,,
523,"00727","STANDARD","CAGUAS","PR","PRIMARY",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Caguas, PR","NA-US-PR-CAGUAS","false",,,,
524,"00727","STANDARD","ALT DE LA FUENTE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Alt De La Fuente, PR","NA-US-PR-ALT DE LA FUENTE","false",,,,
525,"00727","STANDARD","ALT VILLA DEL REY","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Alt Villa Del Rey, PR","NA-US-PR-ALT VILLA DEL REY","false",,,,
526,"00727","STANDARD","BOSQUE VERDE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Bosque Verde, PR","NA-US-PR-BOSQUE VERDE","false",,,,
527,"00727","STANDARD","CHALETS DE BAIROA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Chalets De Bairoa, PR","NA-US-PR-CHALETS DE BAIROA","false",,,,
528,"00727","STANDARD","CIUDAD JARDIN DE BAIROA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Ciudad Jardin De Bairoa, PR","NA-US-PR-CIUDAD JARDIN DE BAIROA","false",,,,
529,"00727","STANDARD","EST DE BAIROA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Est De Bairoa, PR","NA-US-PR-EST DE BAIROA","false",,,,
530,"00727","STANDARD","EST DEGETAU","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Est Degetau, PR","NA-US-PR-EST DEGETAU","false",,,,
531,"00727","STANDARD","EST DEL TURABO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Est Del Turabo, PR","NA-US-PR-EST DEL TURABO","false",,,,
532,"00727","STANDARD","HACIENDA SAN JOSE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Hacienda San Jose, PR","NA-US-PR-HACIENDA SAN JOSE","false",,,,
533,"00727","STANDARD","JARD DE CAGUAS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Jard De Caguas, PR","NA-US-PR-JARD DE CAGUAS","false",,,,
534,"00727","STANDARD","MANS DE CIUDAD JARDIN BAIROA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Mans De Ciudad Jardin Bairoa, PR","NA-US-PR-MANS DE CIUDAD JARDIN BAIROA","false",,,,
535,"00727","STANDARD","MANS EL PARAISO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Mans El Paraiso, PR","NA-US-PR-MANS EL PARAISO","false",,,,
536,"00727","STANDARD","PARQ DEL MONTE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Parq Del Monte, PR","NA-US-PR-PARQ DEL MONTE","false",,,,
537,"00727","STANDARD","PARQ DEL MONTE 2","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Parq Del Monte 2, PR","NA-US-PR-PARQ DEL MONTE 2","false",,,,
538,"00727","STANDARD","PARQ DEL RIO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Parq Del Rio, PR","NA-US-PR-PARQ DEL RIO","false",,,,
539,"00727","STANDARD","PARQ LAS HACIENDAS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Parq Las Haciendas, PR","NA-US-PR-PARQ LAS HACIENDAS","false",,,,
540,"00727","STANDARD","REPTO SAN JOSE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Repto San Jose, PR","NA-US-PR-REPTO SAN JOSE","false",,,,
541,"00727","STANDARD","SECT ALTOS DE LA FUENTE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Sect Altos De La Fuente, PR","NA-US-PR-SECT ALTOS DE LA FUENTE","false",,,,
542,"00727","STANDARD","URB ALTOMONTE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Altomonte, PR","NA-US-PR-URB ALTOMONTE","false",,,,
543,"00727","STANDARD","URB ALTOS DE LA FUENTE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Altos De La Fuente, PR","NA-US-PR-URB ALTOS DE LA FUENTE","false",,,,
544,"00727","STANDARD","URB ARBOLADA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Arbolada, PR","NA-US-PR-URB ARBOLADA","false",,,,
545,"00727","STANDARD","URB BAIROA GOLDEN GATE II","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Bairoa Golden Gate Ii, PR","NA-US-PR-URB BAIROA GOLDEN GATE II","false",,,,
546,"00727","STANDARD","URB BAIROA GOLDEN GATES","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Bairoa Golden Gates, PR","NA-US-PR-URB BAIROA GOLDEN GATES","false",,,,
547,"00727","STANDARD","URB BAIROA PARK","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Bairoa Park, PR","NA-US-PR-URB BAIROA PARK","false",,,,
548,"00727","STANDARD","URB BONNEVILLE HTS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Bonneville Hts, PR","NA-US-PR-URB BONNEVILLE HTS","false",,,,
549,"00727","STANDARD","URB BONNEVILLE MANOR","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Bonneville Manor, PR","NA-US-PR-URB BONNEVILLE MANOR","false",,,,
550,"00727","STANDARD","URB BONNEVILLE VLY","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Bonneville Vly, PR","NA-US-PR-URB BONNEVILLE VLY","false",,,,
551,"00727","STANDARD","URB DIAMOND VLG","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Diamond Vlg, PR","NA-US-PR-URB DIAMOND VLG","false",,,,
552,"00727","STANDARD","URB EL VALLE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb El Valle, PR","NA-US-PR-URB EL VALLE","false",,,,
553,"00727","STANDARD","URB IDAMARIS GDNS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Idamaris Gdns, PR","NA-US-PR-URB IDAMARIS GDNS","false",,,,
554,"00727","STANDARD","URB ISLABELLA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Islabella, PR","NA-US-PR-URB ISLABELLA","false",,,,
555,"00727","STANDARD","URB LA RESERVA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb La Reserva, PR","NA-US-PR-URB LA RESERVA","false",,,,
556,"00727","STANDARD","URB LAS NUBES","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Las Nubes, PR","NA-US-PR-URB LAS NUBES","false",,,,
557,"00727","STANDARD","URB MIRADOR DE BAIROA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Mirador De Bairoa, PR","NA-US-PR-URB MIRADOR DE BAIROA","false",,,,
558,"00727","STANDARD","URB PALMAS DEL TURABO","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Palmas Del Turabo, PR","NA-US-PR-URB PALMAS DEL TURABO","false",,,,
559,"00727","STANDARD","URB TERRALINDA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Terralinda, PR","NA-US-PR-URB TERRALINDA","false",,,,
560,"00727","STANDARD","URB TURABO GDNS","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Urb Turabo Gdns, PR","NA-US-PR-URB TURABO GDNS","false",,,,
561,"00727","STANDARD","VALLE TOLIMA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Valle Tolima, PR","NA-US-PR-VALLE TOLIMA","false",,,,
562,"00727","STANDARD","VALLE VERDE","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Valle Verde, PR","NA-US-PR-VALLE VERDE","false",,,,
563,"00727","STANDARD","VILLA CALIZ","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Caliz, PR","NA-US-PR-VILLA CALIZ","false",,,,
564,"00727","STANDARD","VILLA DEL REY 3","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Del Rey 3, PR","NA-US-PR-VILLA DEL REY 3","false",,,,
565,"00727","STANDARD","VILLA DEL REY 4","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Del Rey 4, PR","NA-US-PR-VILLA DEL REY 4","false",,,,
566,"00727","STANDARD","VILLA DEL REY 5","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Del Rey 5, PR","NA-US-PR-VILLA DEL REY 5","false",,,,
567,"00727","STANDARD","VILLA ESPERANZA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Esperanza, PR","NA-US-PR-VILLA ESPERANZA","false",,,,
568,"00727","STANDARD","VILLA HERMOSA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Hermosa, PR","NA-US-PR-VILLA HERMOSA","false",,,,
569,"00727","STANDARD","VILLA NUEVA","PR","NOT ACCEPTABLE",18.23,-66.03,0.38,-0.86,0.31,"NA","US","Villa Nueva, PR","NA-US-PR-VILLA NUEVA","false",,,,
570,"00627","STANDARD","CAMUY","PR","PRIMARY",18.48,-66.84,0.37,-0.87,0.31,"NA","US","Camuy, PR","NA-US-PR-CAMUY","false",,,,
571,"00627","STANDARD","ALTS EL MAESTRO","PR","NOT ACCEPTABLE",18.48,-66.84,0.37,-0.87,0.31,"NA","US","Alts El Maestro, PR","NA-US-PR-ALTS EL MAESTRO","false",,,,
572,"00627","STANDARD","SECT PENA","PR","NOT ACCEPTABLE",18.48,-66.84,0.37,-0.87,0.31,"NA","US","Sect Pena, PR","NA-US-PR-SECT PENA","false",,,,
573,"00627","STANDARD","URB DEL CARMEN","PR","NOT ACCEPTABLE",18.48,-66.84,0.37,-0.87,0.31,"NA","US","Urb Del Carmen, PR","NA-US-PR-URB DEL CARMEN","false",,,,
574,"00627","STANDARD","URB LAS VEREDAS","PR","NOT ACCEPTABLE",18.48,-66.84,0.37,-0.87,0.31,"NA","US","Urb Las Veredas, PR","NA-US-PR-URB LAS VEREDAS","false",,,,
575,"00627","STANDARD","URB LINDA VISTA","PR","NOT ACCEPTABLE",18.48,-66.84,0.37,-0.87,0.31,"NA","US","Urb Linda Vista, PR","NA-US-PR-URB LINDA VISTA","false",,,,
576,"00627","STANDARD","VISTAS DE CAMUY","PR","NOT ACCEPTABLE",18.48,-66.84,0.37,-0.87,0.31,"NA","US","Vistas De Camuy, PR","NA-US-PR-VISTAS DE CAMUY","false",,,,
577,"00729","STANDARD","CANOVANAS","PR","PRIMARY",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Canovanas, PR","NA-US-PR-CANOVANAS","false",,,,
578,"00729","STANDARD","BRISAS DE CANOVANAS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Brisas De Canovanas, PR","NA-US-PR-BRISAS DE CANOVANAS","false",,,,
579,"00729","STANDARD","BRISAS DE LOIZA","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Brisas De Loiza, PR","NA-US-PR-BRISAS DE LOIZA","false",,,,
580,"00729","STANDARD","CIUDAD JARDIN DE CANOVANAS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Ciudad Jardin De Canovanas, PR","NA-US-PR-CIUDAD JARDIN DE CANOVANAS","false",,,,
581,"00729","STANDARD","EST DEL RIO","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Est Del Rio, PR","NA-US-PR-EST DEL RIO","false",,,,
582,"00729","STANDARD","EXT VILLAS DE LOIZA","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Ext Villas De Loiza, PR","NA-US-PR-EXT VILLAS DE LOIZA","false",,,,
583,"00729","STANDARD","HACIENDAS DE CANOVANAS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Haciendas De Canovanas, PR","NA-US-PR-HACIENDAS DE CANOVANAS","false",,,,
584,"00729","STANDARD","JARD DE CANOVANAS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Jard De Canovanas, PR","NA-US-PR-JARD DE CANOVANAS","false",,,,
585,"00729","STANDARD","JARD DE PALMAREJO","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Jard De Palmarejo, PR","NA-US-PR-JARD DE PALMAREJO","false",,,,
586,"00729","STANDARD","PARC CENTRAL","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Parc Central, PR","NA-US-PR-PARC CENTRAL","false",,,,
587,"00729","STANDARD","PARC MONTEVERDE","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Parc Monteverde, PR","NA-US-PR-PARC MONTEVERDE","false",,,,
588,"00729","STANDARD","PARC SAN ISIDRO","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Parc San Isidro, PR","NA-US-PR-PARC SAN ISIDRO","false",,,,
589,"00729","STANDARD","PARC VILLA DELICIAS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Parc Villa Delicias, PR","NA-US-PR-PARC VILLA DELICIAS","false",,,,
590,"00729","STANDARD","QTAS DE CANOVANAS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Qtas De Canovanas, PR","NA-US-PR-QTAS DE CANOVANAS","false",,,,
591,"00729","STANDARD","QTAS JARD DE PARMAREJO","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Qtas Jard De Parmarejo, PR","NA-US-PR-QTAS JARD DE PARMAREJO","false",,,,
592,"00729","STANDARD","URB COUNTRY VIEW","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Urb Country View, PR","NA-US-PR-URB COUNTRY VIEW","false",,,,
593,"00729","STANDARD","URB DEL PILAR","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Urb Del Pilar, PR","NA-US-PR-URB DEL PILAR","false",,,,
594,"00729","STANDARD","URB LAS HACIENDAS CANOVANAS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Urb Las Haciendas Canovanas, PR","NA-US-PR-URB LAS HACIENDAS CANOVANAS","false",,,,
595,"00729","STANDARD","URB LAS VEGAS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Urb Las Vegas, PR","NA-US-PR-URB LAS VEGAS","false",,,,
596,"00729","STANDARD","URB LOIZA VALLEY","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Urb Loiza Valley, PR","NA-US-PR-URB LOIZA VALLEY","false",,,,
597,"00729","STANDARD","URB LOS EUCALIPTOS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Urb Los Eucaliptos, PR","NA-US-PR-URB LOS EUCALIPTOS","false",,,,
598,"00729","STANDARD","URB PUEBLO INDIO","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Urb Pueblo Indio, PR","NA-US-PR-URB PUEBLO INDIO","false",,,,
599,"00729","STANDARD","URB RIVER GDNS","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Urb River Gdns, PR","NA-US-PR-URB RIVER GDNS","false",,,,
600,"00729","STANDARD","URB RIVER PLANTATION","PR","NOT ACCEPTABLE",18.37,-65.90,0.38,-0.86,0.31,"NA","US","Urb River Plantation, PR","NA-US-PR-URB RIVER PLANTATION","false",,,,
